"id","schema","name","aliases","birth_date","countries","addresses","identifiers","sanctions","phones","emails","program_ids","dataset","first_seen","last_seen","last_change"
"NK-W4Q6DhxJubXtWrYz39LbnR","Company","Cobham Holdings, Inc.","","","","Arlington, Virginia","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"NK-WyTFPAbWrTZDkG6Fe97Fv5","Company","2H Offshore Engineering Ltd.","","","gb","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"NK-XKKDN6fxidADiSZvPDV5q5","Company","Acteon Group Ltd.","","","gb","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"NK-XUi2D8PPUendYCakqYTYRB","Company","Elsim Elektroteknik Sistemler Sanayi ve Ticaret Anonim Sirketi","Elsim","","tr","","","Other","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"NK-Y8A5QSUZ89kDH8GwACybQU","Company","CSE Global Limited","","","sg","","","Other","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"NK-YEebVNvQHeh27YVrNy9Rby","Company","Shuen Wai Holding Limited","","","","Hong Kong","","Other","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"NK-YXRXp2oW5kdWXmJUGqjdxw","Company","Comtech Telecommunications Corp.","Comtech","","","Melville, New York","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"NK-Z5pazR3nFqGJaq58UKtEqD","Company","Zhongxing Telecommunications Equipment Corporation","","","","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"NK-ZcysghkJLjgbQErvbZyQS5","Company","Standard Chartered Bank","","","","United Kingdom","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"NK-Zhuh48eEuo7P2dCYAhEjnG","Company","PACCAR Inc","","","","Bellevue, Washington","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"NK-ZwL8gpjUrp5Aw94xbeKqjT","Company","MidFirst Bank","","","","Oklahoma City, Oklahoma","","Other","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"NK-b2skzpinWLekSSRwZi8pM4","Company","Berkshire Hathaway, Inc.","","","us","Omaha, Nebraska","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"NK-bMSXR68brLmVaMCpk79JVc","Company","British American Tobacco p.l.c.","","","gb","London, England","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"NK-cQ5HjkFMggF7nbZwxip7uJ","Company","SCB Dubai","","","","Dubai, UAE","","Other","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"NK-eFCBobC4JzPJxwQoGGkCzH","Company","Deutsche Bank Trust Company Americas","DBTCA","","","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"NK-eU4AuABJf76dpNPGRbtfjT","Company","Charles River Systems, Inc.","Charles River","","","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"NK-eVNgrXcjKvms5GSvKfieob","Company","DAF Trucks N.V.","","","","Eindhoven, the Netherlands","","Other","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"NK-eZ9XCujFqKfm8j8RdkRqLu","Person","Evren Kayakiran","","","tr","","","Other","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"NK-f55NVq2JqgAjJB68DMNgon","Company","UniCredit S.p.A.","","","it","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"NK-fbu4AjpEpxnvjEyynzgaxd","Company","Compass Bank","BBVA Compass","","","","","Other","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"NK-g6RetNkpAbQVTvhHJP8bFx","Company","Ericsson, Inc.","","","us","Plano, Texas","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"NK-gM8PTZ2GduhDAF5mX7yZ8q","Company","Interactive Brokers LLC","IB","","","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"NK-gaXCWB7WFG3xqfYuqTZRXi","Company","MoneyGram Payment Systems, Inc.","","","","Dallas, Texas","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"NK-hSjJBAgd3QJuGgwpukPhkB","Company","Iscar Kesici Takim Ticareti ve Imalati Limited Sirket","","","tr","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"NK-hd9Tr8GAPFyCYHSFLv8CUL","Company","American Express Travel Related Services Company","Amex","","","","","Other","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"NK-htwqA6DPqMQBQmH9HzJwk4","Company","UniCredit Bank AG","","","de","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"NK-jYqctEtaYyMng4Tznjnfom","Company","DS Healthcare Inc.","Sultan Healthcare","","","","","Other","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"NK-kKfdahXb3ioFRzkFsEvK9N","Company","Banco Popular de Puerto Rico","","","pr;vi","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T07:08:46","2026-04-25T08:44:02","2025-08-28T07:08:46"
"NK-mJjFvSb5qSkxKeNGbThgSz","Company","State Street Bank and Trust Company","State Street Bank and Trust Co.","","","Massachusetts","","Other;Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"Q704450","Person","Viktor Vekselberg","","","","","","Other","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-02849843ac4c0ffb27dde038cea5ef07c231fac1","Company","CFM Indosuez Wealth","CFM","","mc","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-038c467818993054e350bd2663ea5ca20d993e65","Company","American International Group, Inc.","AIG","","us","New York, NY","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-0398a4239f51aff04446094d29bc45a3daeaa3d7","Company","Eagle Shipping International (USA) LLC","","","mh","Stamford, Connecticut","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-04c2b9da6dbe8f8744be02d9936e10176b91d09d","Company","DNI Express Shipping Company","","","","McLean, Virginia","","Other","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-06fa573a54f61f31c00a7949c8a3717c1469f3f0","Company","Payoneer Inc.","","","","New York","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-0790674927f928020f0677ef27f68c80cdff5bfe","Company","Chisu International Corporation","","","","Located in Parkland, Florida","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-07c65253db23012cafdcd4b134fcd75d5baf6de0","Company","Nodus International Bank, Inc.","","","","Puerto Rico","","Other","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-0837c695fc37d03216877e0c43454fe5b72eac40","Company","American Export Lines","","","","Los Angeles, California","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-0984800fe01e9cacfec5c295e9832ef4670182fc","Company","SCBZ","","","","Zimbabwe","","Other","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-0d27313b58c5d8330d877bd57ff88b015b9eb2b7","Company","Apple, Inc.","","","","Cupertino, California","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-0e22ddb09563e4a6ba3b1d4a9bd72f7e34a5f358","Company","Seatronics Ltd.","","","gb","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-0ee92140b2538b886f96a1f6d7d4309ee3dc4f97","Company","SAP SE","","","","Walldorf, Germany","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-0fcc068df2af977fd29333390551bf512c469d0f","Company","CA Indosuez Switzerland S.A.","","","ch","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-0ff5bb30ddb08d24852a477f878a79c3e5e537d2","Company","Nasdaq, Inc.","","","","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-11a17ccbf260d1644138f6c65e5fe165ecdebcf2","Company","The Cobalt Refinery Company","","","","","","Other","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-14fd4606cecc2344f7095705bca754573256a4f3","Company","Amazon.com, Inc.","","","","Seattle, Washington","","Other","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-1554aae3e43aaf7fefbcb19c2aff5692490f77df","LegalEntity","Chubb Limited","","","ch;gb;us","Switzerland","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-1634c1412d32b6974a4d1529e522058ae1b14370","Company","Mondo TV, S.p.a.","Mondo","","it","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-1da9f4876f2c0ac775a7f1d06b19265a9ee2cbf7","Company","Exodus Movement, Inc.","Exodus","","","","","Settled","","","","US OFAC Enforcement Actions","2025-12-22T15:32:48","2026-04-25T08:44:02","2025-12-22T15:32:48"
"ofac-ea-1e87b9a07b563b4f21a9b3defa47f59be67d4944","Company","UK International","","","","","","Other","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-2360cc2a64cadee862424ea446eb5ca33162fe01","Company","Newmont Corporation","","","","Headquartered in Denver, Colorado","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-25b37d3e757fd24d1e064491fd8eff535cf84cad","Company","World Class Technology Corporation","","","","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-270c08a10eed88cc26d71854ce993bc624146f84","LegalEntity","IPI Partners, LLC","","","","","","Settled","","","","US OFAC Enforcement Actions","2025-12-09T09:57:13","2026-04-25T08:44:02","2025-12-09T09:57:13"
"ofac-ea-2ba03040ac0ff61d931e4f82e23a203b4c594351","Company","American Express National Bank","","","","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-2ba6ec793673ab7670cb991294984399c55b3e9c","Company","Fracht FWO Inc.","","","","Houston, Texas","","Settled","","","","US OFAC Enforcement Actions","2025-09-13T08:44:02","2026-04-25T08:44:02","2025-09-13T08:44:02"
"ofac-ea-33a2dba87b2d9fce896c319ecc95028b45f2ebbe","Company","MID-SHIP Group LLC","","","","Port Washington, New York","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-34f2832630fadd8ee606d19395ff56f2bc8b519d","Company","Key Holding, LLC","","","","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-39fee029b3ebf9760bbbaa64b1b1800978f21130","Company","Godfrey Phillips India Limited","","","in","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-3b43ba1cda377f91a44e75b82ac0ee973fe4f827","Company","Ericsson, AB","","","se","Stockholm","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-3c0047c12538382f45584c03775c6082f4e7d9b2","Company","NewTek, Inc.","","","","San Antonio, Texas","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-3da953b0b2fab82f22c20748c065c42b7588ab3f","Company","Airbnb Payments, Inc.","","","","Delaware;San Francisco, California","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-40ea5afcbb5847abc442655261e5322ca6b76c75","Company","Park Strategies, LLC","","","","New York, New York","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-417276e9aff5cda0d9c09a6d5a5eee1fc04ead0c","Company","Generali Global Assistance, Inc.","","","us","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-4ba25418e87416bd99e5d46ec7734ac16b9e2973","Company","PanAmerican Seed Co.","","","","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-4be2ac29db1f1af269b2c8adeb8537b85f995ac3","Company","Blue Sky Blue Sea, Inc.","","","","Los Angeles, California","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-4e6ab065dd431d0bb3b89894785720eedf6b02de","Company","Hotelbeds USA, Inc.","","","us","Incorporated in Florida","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-4efafaefe0e8dbbe3064b6e0d6d97fee4073377f","Company","Murad, LLC","","","","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-55f9a701d858c262c73342ed27266a054591fb97","Company","Vietnam Beverage Company Limited","","","vn","","","Other","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-56a8a28855c8ca8d493985f3b1a6ebc7c21ab873","Company","Humana, Inc.","","","","","","Other","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-575bced82c88d7897ea41ec6c4b82641d2c7680a","Company","Tango Card, Inc.","","","","Seattle, Washington","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-5dcd7563b3ab3bdfc1201aba1a23f44f7f05d296","Company","American Life Insurance Company","ALICO","","","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-5ea501c4af5e5471ce80dc594a6192d53db09079","Company","Dominica Maritime Registry, Inc.","","","","Fairhaven, Massachusetts","","Other","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-5f490ef8255095f6bc2cbd19fb5eae63a564a001","Company","Bittrex, Inc.","","","","Bellevue, Washington","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-5f52d69004efa51d24de703792e7aa1ea8e195bf","Company","Whitford Worldwide Company, LLC","","","us","Elverson, Pennsylvania","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-66e99cffdf2b08dfed9a4265d2bbee25d6043996","Company","Uphold HQ Inc.","","","","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-6897462ffd47b9903eb82a3b3391d2cdb9702395","Company","ZAG IP, LLC","ZAG International, LLC","","","Newtown, Connecticut","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-7023e41d8557af4d635db761874f6a5666b810dd","Company","Richemont North America, Inc.","Cartier","","","New York, New York","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-75ebce56714fee7fbf734c16e45cb98d44414dfa","Company","Apollo Aviation Group, LLC","","","us","Florida","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-7b978a5cf38b6fcd9d106b7e33385edb750bbb39","Company","JC Flowers & Co.","","","","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-7beff68c7e2beba7bfa1380b9b96427b2292b502","Company","Toll Holdings Limited","","","au","Melbourne","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-7c48178fb7bc7aba41ab9b130319395979fdff29","Company","The General Electric Company","","","","Boston, Massachusetts","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-7cf71411c7c38b4187bbb8ff685554546593deb3","Company","United Medical Instruments, Inc.","","","","California","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-7d74115cfc63cbadb7cb7797857862869baeaa4c","Company","Córdoba Music Group LLC","Córdoba","","","California","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-7e7742901fb49b0fcd865ff9401dbfa8d0c0a92b","Company","C.H. Robinson International Inc.","","","","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-7eb45c276edb8402e6bca0619e158c2a4a037aac","Company","Privilege Underwriters Reciprocal Exchange","","","","","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
"ofac-ea-8288534eaa68083fae32506ef43fe160d0c2030b","Company","Yantai Jereh Oilfield Services Group Co. Ltd.","","","cn","Yantai","","Settled","","","","US OFAC Enforcement Actions","2025-08-28T06:52:47","2026-04-25T08:44:02","2025-08-28T06:52:47"
