"id","schema","name","aliases","birth_date","countries","addresses","identifiers","sanctions","phones","emails","program_ids","dataset","first_seen","last_seen","last_change"
"PEP-SYN-032-9U86239H","Person","Rami Assad","","1964","sy","Syria, Syria","","","","","Legislator","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-033-R2XTWTX5","Person","Laurent Mbiya","","","cd","DR Congo, DR Congo","","","","","SOE-Exec","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-034-6UGQJKNC","Person","Wei Wu","","1974","cn","Shanghai, China","","","","","IO-Official","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-035-T9VPATTJ","Person","Soe Hlaing","","1961","mm","","","","","","Military-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-036-669ER6R8","Person","Rafael Perez","","1950","ve","","","","","","Family-PEP","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-037-WXTMEH2Z","Person","Paulo Cardoso","","1946","ao","","","","","","Close-Assoc","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-038-H9AFH2EC","Person","Edward Vella","","1959","mt","Malta, Malta","","","","","SOE-Exec","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-039-MQ24PF6W","Person","Nikos Demetriou","N. Demetriou","","cy","","","","","","CB-Regulator","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-040-TZVFAV4H","Person","Vladimir Popov","","","ru","","","","","","Family-PEP","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-041-V2N696HQ","Person","Ilham Aliyev","","1957","az","","","","","","IO-Official","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-042-TV7ZB5M2","Person","George Jones","","1952","gb","London, United Kingdom","","","","","Family-PEP","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-043-U5UMU3DK","Person","Joana Lopes","J. Lopes","1983","ao","","","","","","Military-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-044-XVGR6F7S","Person","Babatunde Ogundipe","B. Ogundipe","1985","ng","Lagos, Nigeria","","","","","Close-Assoc","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-045-AXG9TGMN","Person","Thein Maung","","1950","mm","Myanmar, Myanmar","","","","","SOE-Exec","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-046-DUACAXNR","Company","Sovereign Wealth Fund of Russia","","","ru","Moscow, Russia","","","","","SOE-Exec","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-047-HPRHGU24","Person","Vugar Quliyev","","","az","","","","","","Minister","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-048-SKCDRGAB","Person","Antonio Cardoso","","","ao","","","","","","Legislator","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-049-SMTJNB5V","Person","Hua Zhang","H. Zhang","1962","cn","","","","","","Minister","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-050-BRZ6PWTH","Person","Carmen Perez","C. Perez","","ve","","","","","","Minister","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-051-WH5V4EH4","Person","Vladimir Smirnov","","","ru","Moscow, Russia","","","","","Legislator","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-052-NUN9TJEG","Person","Jian Liu","J. Liu","1983","cn","Shanghai, China","","","","","CB-Regulator","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-053-T8P8AQ47","Person","Mauricio Lopez","","","ar","","","","","","IO-Official","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-054-BRBRWG4Q","Person","Murat Annayev","","","tm","","","","","","Minister","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-055-YAV6437U","Person","Behzad Hosseini","","1954","ir","","","","","","CB-Regulator","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-056-JKHG4N3X","Person","Joseph Camilleri","","1962","mt","","","","","","Close-Assoc","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-057-HJPGYA7M","Person","Adaeze Bello","","1956","ng","","","","","","Legislator","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-058-7CFRHBQZ","Person","Francisco Lopez","","","mx","","","","","","IO-Official","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-059-V2QWKGF3","Person","Anna Camilleri","A. Camilleri","1977","mt","","","","","","HoS-current","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-060-BGXRH52P","Person","Adewale Okonkwo","","","ng","Abuja, Nigeria","","","","","Military-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-061-GZ5PV6HY","Person","Anna Szabo","","1952","hu","Hungary, Hungary","","","","","Legislator","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-062-SX6W4ATU","Person","Manuel Lopes","","1977","ao","Angola, Angola","","","","","Family-PEP","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-063-W6GKHDCK","Person","George Taylor","","1976","gb","London, United Kingdom","","","","","Close-Assoc","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-064-TF3CSHRY","Person","Solange Kabamba","","","cd","DR Congo, DR Congo","","","","","Legislator","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-065-ZMCW5WWG","Person","Pierre Petit","","","fr","","","","","","CB-Regulator","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-066-NREP4WCW","Person","Patricia Smith","","1966","us","New York, United States","","","","","HoS-current","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-067-PQYB9S4F","Person","Henry Davies","H. Davies","","gb","London, United Kingdom","","","","","Judge-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-068-DF69JFMQ","Person","Joseph Tshisekedi","","","cd","DR Congo, DR Congo","","","","","Military-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-069-GPAGAQ2X","Person","Hao Zhou","","","cn","Shanghai, China","","","","","Judge-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-070-GWB8EWH5","Person","Viktar Sianko","","1961","by","","","","","","Minister","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-071-2MWQTS3Y","Person","Tariq Khan","","1962","pk","Karachi, Pakistan","","","","","Close-Assoc","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-072-P5XPP3BU","Person","Miguel Hernandez","","1953","mx","","","","","","SOE-Exec","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-073-6UKXDJJY","Person","Fatima Malik","","","pk","","","","","","Military-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-074-6TZ9WQSQ","Person","Lei Yang","","1949","cn","Shenzhen, China","","","","","SOE-Exec","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-075-MEVPZD5Q","Person","Adaeze Ogundipe","","1961","ng","","","","","","CB-Regulator","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-076-PF563Z3B","Person","Nikolai Petrov","","1964","ru","Moscow, Russia","","","","","SOE-Exec","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-077-DQZSRZKF","Company","Russia National Mining Company","","","ru","Moscow, Russia","","","","","SOE-Exec","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-078-RD8GGZ9W","Person","Michael Brown","","","us","","","","","","Judge-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-079-5ZWVG4Q8","Person","Philippe Martin","","","fr","Paris, France","","","","","Family-PEP","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-080-M8VW9CT6","Person","Konstantin Kuznetsov","K. Kuznetsov","1958","ru","Moscow, Russia","","","","","Legislator","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-081-W262DUU9","Person","Kazem Rahimi","","","ir","Tehran, Iran","","","","","IO-Official","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-082-JM5GJ9ZN","Person","Yang Li","","1968","cn","","","","","","HoS-former","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-083-Q5HRYG4X","Person","Joao Silva","","1972","br","","","","","","SOE-Exec","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-084-JNF5UR5W","Person","Thein Nyi","","1974","mm","Myanmar, Myanmar","","","","","HoS-former","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-085-CQADZ6QY","Person","Laurent Mbiya","","","cd","","","","","","SOE-Exec","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-086-KCQ5FDWQ","Person","Vladimir Smirnov","","1980","ru","St. Petersburg, Russia","","","","","Minister","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-087-6QH9W5DW","Person","Ricardo Gonzalez","","1958","pa","Panama, Panama","","","","","Military-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-088-NYQVRA27","Person","Pierre Muller","","1946","lu","","","","","","Close-Assoc","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-089-W6MQE46S","Company","Luxembourg State Investment Authority","","","lu","Luxembourg, Luxembourg","","","","","SOE-Exec","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-090-CTZMN4X3","Person","Pavel Popov","P. Popov","","ru","","","","","","Close-Assoc","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-091-A8TJ5DF5","Person","Anna Vella","","1971","mt","","","","","","HoS-former","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-092-8BZ8T6TA","Person","Aliaksandr Lukashenka","","1945","by","","","","","","Family-PEP","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-093-KVQUD4EW","Person","Ming Huang","","","cn","Shanghai, China","","","","","Close-Assoc","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-094-E2ZC7UZN","Person","Konstantin Lebedev","","1952","ru","","","","","","SOE-Exec","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-095-EWBSC9CT","Person","Aliaksandr Lukashenka","","1950","by","","","","","","Family-PEP","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-096-956A87N6","Person","Daniyar Bekmurzayev","","1954","kz","Astana, Kazakhstan","","","","","Minister","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-097-PPNCWPC6","Person","Long Zhu","","1981","cn","","","","","","CB-Regulator","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-098-GG33DVB4","Person","Salvador Obiang","","","gq","Equatorial Guinea, Equatorial Guinea","","","","","Judge-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-099-CNHJ6Z3G","Person","Min Nyi","","1957","mm","","","","","","Close-Assoc","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-100-JJN7DDYB","Person","Michael Johnson","M. Johnson","1973","us","","","","","","Family-PEP","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-101-BASWQZYN","Person","Anne Schneider","","1969","lu","Luxembourg, Luxembourg","","","","","Judge-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-102-BKEPUCV6","Person","Sergei Lebedev","S. Lebedev","1950","ru","Moscow, Russia","","","","","Judge-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-103-ZTH89664","Person","Rami Shaaban","R. Shaaban","","sy","","","","","","Family-PEP","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-104-6NE677VR","Person","Ricardo Silva","","1984","br","Brasilia, Brazil","","","","","Close-Assoc","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-105-9K9BZUUH","Person","Laszlo Toth","","1973","hu","Hungary, Hungary","","","","","HoS-former","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-106-V8UN6WA3","Person","Olumide Ogundipe","","1955","ng","Lagos, Nigeria","","","","","SOE-Exec","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-107-GXJ6VF4Z","Person","Gurbanguly Atayev","G. Atayev","","tm","Turkmenistan, Turkmenistan","","","","","Minister","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-108-92CY5VRP","Person","William Johnson","","","us","","","","","","SOE-Exec","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-109-2X42A8V6","Person","Cheng Zhang","","1984","cn","Shenzhen, China","","","","","HoS-current","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-110-PUNG45VX","Person","Aung Maung","A. Maung","","mm","","","","","","Family-PEP","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-111-MF7QQ4JD","Person","Rashad Mammadov","","1960","az","","","","","","Judge-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-112-EDAS2DU4","Person","Ilham Quliyev","","","az","","","","","","Close-Assoc","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-113-CVP7VTQG","Person","Nikos Georgiou","N. Georgiou","","cy","Cyprus, Cyprus","","","","","Judge-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-114-8X3CYBJE","Person","Channary Sen","","","kh","Cambodia, Cambodia","","","","","CB-Regulator","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-115-5UDFXESG","Person","Zahra Ahmadi","","","ir","Isfahan, Iran","","","","","Military-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-116-F4FNV7KB","Person","Olumide Okafor","","","ng","","","","","","Minister","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-117-3SWYDNFA","Person","Konstantin Lebedev","K. Lebedev","1973","ru","Moscow, Russia","","","","","Judge-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-118-3649TPDD","Person","Dmitri Volkov","D. Volkov","1973","ru","","","","","","Judge-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-119-6JDECPA9","Person","Tariq Malik","","","pk","Islamabad, Pakistan","","","","","Judge-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-120-G8NBRYH8","Person","Nikos Constantinou","","","cy","","","","","","Close-Assoc","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-121-QDR4KKBX","Person","Diego Garcia","","1965","ar","","","","","","Family-PEP","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-122-8U69UH2D","Person","Ming Yang","","","cn","Shanghai, China","","","","","Military-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-123-JFTFVM46","Person","Constancia Obiang","","1975","gq","Equatorial Guinea, Equatorial Guinea","","","","","IO-Official","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-124-V5J6B77C","Person","Patrice Kabamba","","1948","cd","DR Congo, DR Congo","","","","","Judge-Senior","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
"PEP-SYN-125-PBNK4JP7","Person","Olumide Okonkwo","","1953","ng","Abuja, Nigeria","","","","","SOE-Exec","Synthetic PEP Starter v1","2025-11-06T16:53:44","2026-05-05T16:53:44","2025-11-06T16:53:44"
